,Title,Company,Talking,Cleaning,Food,Building,Organizing,Computers,Numbers,Translating,Machinery,Description,Wage,Link
213,LP Customer Service Asso...,The TJX Companies Inc,X,,,,X,,,,,"Style is never in short supply at our more than 1,000 TJ Maxx stores. They all have different products, but the same commitment to the thrill of the find. From designers straight off the runway to statement jewelry, we offer exciting surprises that make the everyday a little more fun. Same with w...",~$13,https://www.careerbuilder.com/job/J3Q50N79RSQZ5XV9BKX
214,Administrative Assistant...,CentraCare Health,X,,,,X,,,,,"32-48 hours per 2-weeks; rotating shifts 5:15am-2pm/5:15am-3:45pm/2pm-11:30pm, every other weekend, rotating holidays JOB SUMMARY: Coordinates communication and provides administrative support for the hospitalist program. Supports and implements patient safety and other safety practices as approp...",~$16,https://elyb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/204369
215,PATIENT ACCESS ASSISTANT...,CentraCare Health,X,,,,,,,,,"Find your purpose assisting our patients at CentraCare as a Patient Access Assistant Lead! This position is Full Time, 80 hours per pay period. You will work 7am â€“ 5pm, Monday â€“ Friday. Our Patient Access Assistants perform registration for CentraCare patients. This includes positions within ...",~$24,https://elyb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/204358
216,Cafe Associate - CapOne ...,"Peet's Coffee & Tea, Inc.",,X,,,X,,,,X,"Overview The Cafe Associate will be part of a unique partnership, with Capital One Financial Services where our full Peet’s experience will be offered within a Capital One retail location. S/he will work with both the Peet’s and Capital One Staff within a specified location. The Café Associate is...",~$15,https://retail-peets.icims.com/jobs/6584/job?in_iframe=1
217,Web Store AssociateShopp...,Scheels Sports,X,,,,,X,,,,"Job Description Description Position Description: Scheels is currently seeking a Web Store Associate for our St Cloud, MN location . This individual will be part of a high paced, high energy team and will work with web orders and customer service for Scheels.com. Responsibilities Include: - Shop,...",~$14,https://www.snagajob.com/jobs/622373736
218,Mortgage Loan Officer,Great River Federal Credit Union,X,,,,X,X,,,,"A key element of this position is to identify the financial needs of our members and recommend appropriate credit union solutions. In addition, within authorized authority, and in accordance with sound lending practices, works directly with members to determine the nature of their borrowing needs...",~$31,https://grfcu.bamboohr.com/jobs/view.php?id=3
219,Field Service Technician...,Ziegler Cat,X,,,,,X,,,X,"Ziegler CAT has an opening for a full-time, experienced Field Service Technician to provide preventative maintenance services on our customer's equipment out in the field. We are looking for a dedicated employee with excellent troubleshooting and diagnostic skills to help deliver top notch servic...",~$23,https://de.jobsyn.org/6a1b220db30c4b05ad121d11442f36bf1387
220,Janitor,"Tradesmen International, Inc.",,X,,,,,,,,"**Description** **Tradesmen International** is looking for an experienced **Janitor** to round out our team for projects in the St. Cloud, MN Area. If you are a Janitor eager to hone your skills while mastering new ones alongside other accomplished Craft Professionals, this is your chance to adva...",$15,https://de.jobsyn.org/304d30fc9d0c480596707e057f8a28861387
221,order pickup,"MENARDS, INC.",,,,,X,,,,,"Order Pickup Job#:322191 Location:ST. CLOUD, MN Department:Store Opportunities Category:Order Pickup Salary:Hourly Apply To This Job Return To List Job Description Menards is looking for Order Pick Up and Delivery Team Members to join our Team. Start building an exciting and rewarding career in r...",~$14,https://de.jobsyn.org/05d2c1ce32364cae8b1f2bdf574ed7b31387
222,Physician Liaision (Surg...,Sca,X,,,,X,X,,,X,"SCA, a leader in the outpatient surgery industry, strategically partners with health plans, medical groups and health systems across the country to develop and optimize surgical facilities. SCA operates more than 210 surgical facilities, including ambulatory surgery centers and surgical hospitals...",~$16,https://www.careerarc.com/job-listing/sca-jobs-physician-liaision-surgery-scheduler-ft-st-cloud-surgery-center-39295297
223,Assistant Manager,Discount Tire,,,,,,,,,,"Job Description Job Description Hiring for the following locations: 121 6th Ave S, Waite Park, MN, 56387-1360 NO AUTOMOTIVE EXPERIENCE REQUIRED! SOME MANAGEMENT EXPERIENCE AND COLLEGE COURSE WORK IS PREFERRED. Thank you for your interest in working for the nation's largest independent tire retail...",~$21,https://www.snagajob.com/jobs/622201656
224,Service Technician,Central McGowan (via FactoryFix.com),,,,,,,,,,Job Description Do you have a background in mechanical or electrical repair? Do you have a natural curiosity about how things work and want to work to fix them? How about a passion to work on a growing team offering stability and endless potential? Then we have a job for you! We're actively seeki...,~$22,https://www.energyjobline.com/job/service-technician-3691073
225,Culinary Internship - Ch...,Chick-fil-A Crossroads Center,X,X,X,,,,,,,"Culinary Internship Job Description: Chick-fil-A Crossroads Center Chick-fil-A Crossroads Center is pleased to offer a paid summer internship program for a limited number of students or recent graduates who aspire a career in any of the following areas; human Resources, culinary, or marketing or ...",$13,https://student.internships.com/job/sam_slof_JIb4zcgSy79hcW79sEyQnfPL54qB0i4OKSnNjTzGOOIgdtp6g?context=search
226,District Sales Consultan...,CASH-WA DISTRIBUTING CO OF FARGO,X,,,,,,,,,"OVERVIEW: Position reports to District Sales Manager. Cash-Wa Distributing is a family owned business, serving customers in 11 Midwestern states. We believe in a consultative sales relationship, viewing our customers as business partners. The sales representative position focuses both on maintain...",~$37,https://de.jobsyn.org/a84c7c148a8b471bb1a056659e8a510d1387
227,PLUMBERS WANTED,__?__,,,,,,,,,,"Experienced plumbers wanted. Please be reliable, hard working, have drivers license, vehicle, hand tools. Compensation is determined by performance. www.libertyplumbing.company Kerry Sherk 763-286-2485 please Text",~$30,https://stcloud.craigslist.org/trd/d/bethel-plumbers-wanted/7312141293.html
228,PACKAGING ASSOCIATE,Aerotek,,,,,,,,,,Job Description No Experience Required! We are hiring fulltime packaging workers for our facility. Must be willing to work every other weekend and this position will start right away! Day and Night Shift Available About Aerotek: We know that a company's success starts with its employees. We also ...,~$12,https://www.snagajob.com/jobs/621878088
229,CDL Truck Driver - Home ...,Sysco Foods,,,,,,,,,X,"Job Description Job Description Sysco is Hiring CDL-A Delivery Drivers Avg. $75,000+ First Year - Sign-On in Select Locations (Pay and Bonuses Vary by location, Apply for details) Local Routes - Get Home Daily Want a Career With Sysco? Get started: * STEP ONE: Request info by submitting this form...",$36,https://www.snagajob.com/jobs/622065095
230,Housing Intake Specialis...,Express Employment Professionals,,,,,X,,,,,Do you have a passion for helping those in need? Have you been searching for the perfect non-profit opportunity in a temporary/contract capacity? Then this may be the job for you! Express is in searching of an empathetic sole with clerical experience and some background knowledge of community res...,$15,https://de.jobsyn.org/dbc09bb9a50b408586115f8fecbb8d851387\nmailto:jobs.stcloudmn@expresspros.com
231,Dispatcher / Transportat...,Express Employment Professionals,,,,,X,,,,,"We are seeking a Dispatcher/Transportation Assistant to join the team of a local non-profit organization! The Dispatcher serves as the primary contact to answer customer requests for information by phone, online or in person, and is the main contact for passenger scheduling. Responsibilities: Han...",$16,https://de.jobsyn.org/ea89ad88a0084dcd9b8f957ab7821a331387\nmailto:jobs.stcloudmn@expresspros.com
232,Administrative Assistant...,Express Employment Professionals,X,,,,X,,,,,"Our Client Company is looking for a part-time candidate to provide long term administrative assistance. In this role you will be answering the phones, doing minor data entry/scanning, sorting mail, and confirming appointments on the schedule. If you enjoy a fast pace, like to help people, have ex...",$12,https://de.jobsyn.org/68f9889ae1d64e7b943de246e5fe1f441387\nmailto:jobs.stcloudmn@expresspros.com
233,Welder,Lake Air Products,,,,X,,,X,,X,"Now Hiring Class A, B, and C Welders For Multiple Locations! Purpose To join two pieces of metal to create a quality customer product using methods such as MIG and TIG welding. Tack-welds or welds components and assemblies, using electric, gas, arc, or other welding equipment. Heats, forms, and d...",~$26,https://www.jobshq.com/job/3780066/welder/
234,Lab Tech,__?__,,,,,,,,,X,"Acara Solutions is looking for an Lab Technician for our Client located in Saint Cloud, MN - This position supports Client Mission by performing routine work in assigned areas that are usually repetitive, requiring limited analysis and use of individual judgment. - This position is closely superv...",$14,https://careers.superiorjobs.com/jobdetails.asp?jo_num=482978
235,Auto Technician Mechanic...,__?__,,,,,X,,,,,"STARTING SALARY: $22.00 PER HOUR! The successful candidate will be responsible for full dismantle of late model vehicles in a fast paced work environment. Full dismantle includes removal of all drive train, front and rear suspension, doors, fenders, bumpers, seats, dash, computers, etc. Our Insid...",$22,https://minneapolis.craigslist.org/ank/lab/d/waite-park-auto-technician-mechanic/7311604691.html
236,Great Opportunity- Don't...,__?__,,,,,,,,,X,"We'll pay you while you get your CDL. Training to obtain your CDL is part of the job. Once you have your CDL, you'll continue getting paid on the job training with a Certified Driver Trainer (between 2-3 weeks). After you have your CDL, you'll start your on-the-job training as a long haul truck d...",~$26,https://stcloud.craigslist.org/trp/d/saint-cloud-great-opportunity-dont-miss/7311693325.html
237,Design Consultant,"Hom Furniture, Inc.",X,,,,,,,,,"Summary Are you passionate about providing quality customer service? Do you enjoy drawing floor plans and selecting styles and colors? If you’re ready to grow your career by setting and exceeding new goals, we want to talk to you about a career at HOM Furniture! HOM is a growing company that rank...",~$14,https://careers.homfurniture.com/jobOpenings/9033
238,Youth Advocate - Full-Ti...,180 Degrees,X,,,,X,,,,,"180 Degrees is looking for dedicated and committed individuals interested in turning lives around to ensure safer communities. Our organization is highly diverse and includes individuals with all sorts of life experiences. Plus, we like to have fun! Check us out at: 180degrees.org We are currentl...",$15,https://jobs.minnesotanonprofits.org/job/youth-advocate-full-time-awake-overnights-saint-cloud-minnesota-50983
239,Production Associate,New Flyer of America Inc,,,,,,X,,,X,"Location St. Cloud, MN - USA Job Type Full time Business Unit Carfair Composites Job Number 01403 Business Unit Departments Production Carfair Composites in St. Cloud, MN is hiring for Production Associates to work in our prep area. Job duties include inspecting parts and repairing any defects fo...",~$12,https://de.jobsyn.org/9e4fdf97d7b54130bf79f703206a2ce81387
240,Sales Representative,"RMS Industrial Sales, LLC",,,,,,X,,,,"Job Description Sales Representative for Manufacturers Representative Agency We represent a group of manufacturers of product components for the industrial and conveyor industry. Products include Gear boxes and gear motors, roller chain, bearings, couplings, seals, Motors and Motorized pulleys. W...",~$39,https://jobs.thejobnetwork.com/job/457829065/sales-representative-job-in-saint-cloud-mn
